domain,length,entropy,label
15zt22tf0myw1cqvcb0p.top,20,3.8219280948873626,dga
k9727a4i3do3h0g1b96h4.top,21,3.916126946588284,dga
mobomebedu.net,10,2.5219280948873624,legit
esg687cviyjklk2c0.site,17,3.85216872360328,dga
biaccjtxooep.info,12,3.2516291673878226,dga
37wi9li16dh7jt.xyz,14,3.521640636343318,dga
fada.net,4,1.5,legit
uyzy18nl4im9.site,12,3.4182958340544896,dga
wysg9qm28s1.xyz,11,3.2776134368191157,dga
voc209gals9a9xw36.site,17,3.6901165175936645,dga
3idhfhhyzgi.xyz,11,2.8453509366224368,dga
lelamu.com,6,2.2516291673878226,legit
mici.com,4,1.5,legit
limeloma.net,8,2.5,legit
hizcrmj1bmfdy07toov1.info,20,4.021928094887363,dga
lufucifo.org,8,2.5,legit
9ftnwn06jkloqmhld.info,17,3.85216872360328,dga
felome.com,6,2.2516291673878226,legit
lifibilobe.net,10,2.4464393446710155,legit
dofefu.com,6,2.2516291673878226,legit
cobe.net,4,2.0,legit
pr8doywllpuwbwjm58tl5cf.top,23,3.8492239123906247,dga
bilabe.info,6,2.2516291673878226,legit
1gxi9d99vh0w1dstwg6nj4o.info,23,3.9690016298759927,dga
famicubalo.com,10,3.1219280948873624,legit
vpaafh5jf6.top,10,2.9219280948873623,dga
ur0h5hk9e4a3qtp0.info,16,3.75,dga
r4s86pyb5zx8g2obzo2x.xyz,20,3.7219280948873625,dga
lueulh2t0u.site,10,2.6464393446710157,dga
mabafifida.net,10,2.4464393446710155,legit
supf6d4r09imut0ugc.top,18,3.794653473544342,dga
febedulufu.com,10,2.4464393446710155,legit
mico.net,4,2.0,legit
extf7x7cdj24kha7tvc39yb.info,23,4.0559581516151235,dga
mljel532uuj2e42trdw6e.site,21,3.6537567082870015,dga
badu.net,4,2.0,legit
made.org,4,2.0,legit
damudicu.info,8,2.5,legit
qricus9ssvo6fh9b9h9.xyz,19,3.471354487013929,dga
cababu.com,6,1.9182958340544896,legit
n7p05djrfco70x3fg6.site,18,3.8365916681089787,dga
9e6svh6q8q2y4pv33b4hq.site,21,3.6897037321995474,dga
9o6uqxrdc1qtxs3v.info,16,3.75,dga
kxkgkoj81mrdzsy7.xyz,16,3.702819531114783,dga
mucami.net,6,2.2516291673878226,legit
lilidade.org,8,2.25,legit
usy38wtqx653g.top,13,3.546593564294939,dga
moca.com,4,2.0,legit
dido.com,4,1.5,legit
h1btohnz7f5kcmhmywwj7z.xyz,22,3.8796640049025943,dga
ueybgflrgfx6q87yd.top,17,3.7345216647797512,dga
0u3pi5u7cgefbadvfu.site,18,3.794653473544342,dga
ovotacg6ez2.site,11,3.2776134368191157,dga
mima.net,4,1.5,legit
1c6468l9ewl484mas91.xyz,19,3.471354487013929,dga
mebomebu.org,8,2.25,legit
gifjtemp1z383zc74nek.top,20,4.021928094887363,dga
delo.net,4,2.0,legit
qp2px3fa4i.top,10,3.1219280948873624,dga
fomo.net,4,1.5,legit
7kxxsy0vdvevg9ys.xyz,16,3.327819531114783,dga
9dh6hcnb09og.info,12,3.2516291673878226,dga
muficomaci.org,10,2.721928094887362,legit
female.com,6,2.2516291673878226,legit
a0zk2ci0zaqvdx.top,14,3.3787834934861753,dga
fucamamu.com,8,2.25,legit
dema.net,4,2.0,legit
73uaanyguxql9qpr4v.site,18,3.8365916681089787,dga
6kjkvcbfcqn.site,11,3.095795255000934,dga
bodifu.org,6,2.584962500721156,legit
87grpei320h36.site,13,3.546593564294939,dga
cqvmcyou86jr.site,12,3.4182958340544896,dga
ngbto206z8bc9ujrydjf.xyz,20,4.1219280948873624,dga
p75n05atkvt1hi7svxix4e.top,22,3.913977073182752,dga
bomili.org,6,2.2516291673878226,legit
6jv8kinzf0h68c7gaq9k.info,20,4.021928094887363,dga
dedi.net,4,1.5,legit
uasnj01sniioqygigk.site,18,3.5724312513221195,dga
deco.net,4,2.0,legit
c6ly5h6kmycga5hjzg.info,18,3.5032583347756456,dga
rq6v0qwfag5p5o1rg59y.info,20,3.784183719779189,dga
molibolula.net,10,2.6464393446710157,legit
delofidubo.net,10,2.9219280948873623,legit
u787z8msui2ms1z1yf5.site,19,3.5110854081804272,dga
64l6rvtdg6ik4kadl9n.info,19,3.5766176449086657,dga
licimilaca.com,10,2.2464393446710154,legit
g25pf9a0niwspfb4.xyz,16,3.75,dga
c7g23cp78zc9y.top,13,3.180832987205441,dga
0zgwxte1tofy4brucjplai7.info,23,4.436605434317883,dga
fdhjk1eyy37q9ah8rvhs1.info,21,3.9754180179138334,dga
mimibimebo.net,10,2.1709505944546685,legit
e2bywxyb5121f1q.top,15,3.1898980954642875,dga
lela.org,4,1.5,legit
bp0ix71ngtqf3cysyk.site,18,4.058813890331201,dga
bufe.info,4,2.0,legit
camucobeda.net,10,2.9219280948873623,legit
4rgly41tigue8.site,13,3.3927474104487847,dga
fola.org,4,2.0,legit
2y3xvuzi7n.xyz,10,3.3219280948873626,dga
27ppqlpo3lcr9rfm.site,16,3.452819531114783,dga
mkdmg29dffrcant4hpg5.top,20,3.9219280948873627,dga
dafoba.info,6,2.2516291673878226,legit
lilomidi.org,8,2.1556390622295662,legit
khogswevhxfcjl.top,14,3.6644977792004614,dga
ficucili.com,8,2.1556390622295662,legit
4nk0bpciki6.top,11,3.095795255000934,dga
rnjlkxho0vh44.info,13,3.3927474104487847,dga
dudubemuba.com,10,2.4464393446710155,legit
m444ngly98eji6je.top,16,3.452819531114783,dga
i1bcmd7nxyzfb.top,13,3.546593564294939,dga
comebe.com,6,2.2516291673878226,legit
kfs6vfptomjbcp4e30my.info,20,4.021928094887363,dga
snmpmkspzk1ia.info,13,3.0850551027564768,dga
7h75axg1gh61n8xv.site,16,3.375,dga
ru86gdw05rfni7ot9nhx.site,20,4.1219280948873624,dga
izaxd6ah7r7atiup4n.info,18,3.6835423624332306,dga
p9sbtn76mzsdp5yhp5.info,18,3.6835423624332306,dga
fafomema.com,8,2.25,legit
deludele.org,8,1.9056390622295665,legit
yq8ddgbdh0.info,10,2.8464393446710154,dga
fabalidi.net,8,2.5,legit
6xcng3louen5n.info,13,3.334679141051595,dga
mabo.com,4,2.0,legit
kz90wn0ruxgu688.site,15,3.506890595608519,dga
cobi.net,4,2.0,legit
difuculu.com,8,2.4056390622295662,legit
cufamulice.net,10,2.9219280948873623,legit
gixzd9mlccq9537662wnx6.top,22,3.970573095811685,dga
j254b2pmszdvag1059.site,18,3.94770277922009,dga
bomibude.info,8,2.75,legit
febuloda.com,8,3.0,legit
biledabemi.com,10,2.721928094887362,legit
lm28x9q4el0h9comjt.top,18,3.8365916681089787,dga
ledi.org,4,2.0,legit
aspb42099m0l7zyqxq.site,18,3.8365916681089787,dga
lubu.com,4,1.5,legit
dicofifo.info,8,2.25,legit
daba.com,4,1.5,legit
dolalulo.com,8,2.1556390622295662,legit
mnswil68uhw9408s1.top,17,3.7345216647797512,dga
lvn5yu3zk549speg.site,16,3.875,dga
ducomumo.org,8,2.25,legit
lumudebodu.net,10,2.6464393446710157,legit
fudidu.info,6,1.9182958340544896,legit
mocicomaci.com,10,2.2464393446710154,legit
x0wdss7e6mlgk8uu.info,16,3.75,dga
308oziwnz0032.top,13,3.0269868333592873,dga
madimicu.com,8,2.5,legit
t5jqpw90f508.info,12,3.2516291673878226,dga
hfiylhlqs3e3r.site,13,3.238901256602631,dga
folacicidi.info,10,2.6464393446710157,legit
lcks9o2trre5korw.top,16,3.452819531114783,dga
cefo.net,4,2.0,legit
ubhr50qj561.info,11,3.2776134368191157,dga
bofeba.net,6,2.2516291673878226,legit
milamamalo.net,10,2.1709505944546685,legit
fifobo.org,6,1.9182958340544896,legit
h13xa21j4wupdlrxndfl.site,20,3.9219280948873627,dga
falu.net,4,2.0,legit
bacamudi.net,8,2.75,legit
molibocobe.com,10,2.6464393446710157,legit
mibe.net,4,2.0,legit
ur1ljakekm5j.xyz,12,3.2516291673878226,dga
culola.com,6,2.2516291673878226,legit
j41feqoxfcyz7sdl5.info,17,3.9698157824268097,dga
bi8f6jio62sajzjc7w6e5.top,21,3.8442328987631917,dga
equa7ov77g1.xyz,11,3.0271691184406184,dga
dudubu.com,6,1.4591479170272448,legit
82w0q03iyoz9.xyz,12,3.4182958340544896,dga
liba.info,4,2.0,legit
cicocumedu.info,10,2.6464393446710157,legit
tfph90o7y22t1tdg.xyz,16,3.577819531114783,dga
lemo.info,4,2.0,legit
xy6weum25qlz1nku0or.xyz,19,4.142664355548848,dga
bobidifa.net,8,2.5,legit
becolabu.org,8,2.75,legit
pyqdrfjbgh3hgj.site,14,3.3787834934861753,dga
limada.net,6,2.2516291673878226,legit
debifido.com,8,2.5,legit
kuoem4uzgad555.top,14,3.3248629576173565,dga
cemeleco.net,8,2.1556390622295662,legit
c5blmeysnos7e3dx7a.top,18,3.8365916681089787,dga
rl163qr5dh5mkb70vj.site,18,3.94770277922009,dga
mimumu.net,6,1.4591479170272448,legit
n0gaib62e6l3ry8dqh75l2.top,22,4.186704345910025,dga
jhkdn7qo4vo1wy.info,14,3.6644977792004614,dga
di4arxip679wzkiv91.site,18,3.794653473544342,dga
5kle1tg2v8lmgont6.site,17,3.7345216647797512,dga
bhr5ex41q4h.xyz,11,3.095795255000934,dga
fedidulu.info,8,2.5,legit
f5g3ukskerxwfe.site,14,3.3787834934861753,dga
dadabididu.net,10,2.1219280948873624,legit
bida.com,4,2.0,legit
dibaca.info,6,2.2516291673878226,legit
cocicecebo.com,10,2.1219280948873624,legit
dyp4peh8drz5.info,12,3.2516291673878226,dga
cufefodu.org,8,2.5,legit
dafefale.com,8,2.25,legit
mica.info,4,2.0,legit
r5l6rzoid7148c6wzl3h.xyz,20,3.9219280948873627,dga
zcxz621hgjqhkx0vjp4nq.info,21,3.916126946588284,dga
lido.com,4,2.0,legit
lebulufefo.com,10,2.5219280948873624,legit
culo.net,4,2.0,legit
b0ze44e7iq88c.info,13,3.238901256602631,dga
lchc2iv72pmncsm1yvn.xyz,19,3.5766176449086657,dga
ioehhk5el8ukq.top,13,3.238901256602631,dga
tfzc67jh2l.top,10,3.3219280948873626,dga
3cfs3wtzl0pl.xyz,12,3.2516291673878226,dga
ficefa.com,6,2.2516291673878226,legit
luduma.info,6,2.2516291673878226,legit
domobalelu.info,10,2.9219280948873623,legit
fuculu.info,6,1.792481250360578,legit
9s9wwrom3zaql06g.xyz,16,3.75,dga
f4yt0rs676bogxp9.top,16,3.875,dga
bolofumu.com,8,2.5,legit
2jmzhd8dj0fyziag0.top,17,3.616874605956222,dga
kfzxav82gqzje7leiu.top,18,3.94770277922009,dga
cefilida.com,8,2.75,legit
vvgcew2021.xyz,10,2.9219280948873623,dga
gppd7oodg0v4gia9k.top,17,3.4548223999466057,dga
cifalo.org,6,2.584962500721156,legit
fufofodudi.net,10,2.2464393446710154,legit
mnucajvqlw3mdzy.site,15,3.773557262275186,dga
neu4l5gtcyfdvw.site,14,3.807354922057604,dga
mamobu.com,6,2.2516291673878226,legit
fuco.net,4,2.0,legit
lolifobe.net,8,2.5,legit
falafa.net,6,1.4591479170272448,legit
ivxx7xprnyfgihcmm2g.top,19,3.6818808028034025,dga
1p3zg7iagyy.info,11,3.095795255000934,dga
fifudo.net,6,2.2516291673878226,legit
culaci.org,6,2.2516291673878226,legit
j4m0fu21qaumu02d4635vw.info,22,3.8796640049025943,dga
hzama18wp7c2k7olexi6.info,20,4.1219280948873624,dga
mefe.com,4,1.5,legit
odrt98f98t9tgzct0fvrdie.info,23,3.6211755429194707,dga
bilomo.info,6,2.2516291673878226,legit
jcp23hb5crrytfdr.xyz,16,3.577819531114783,dga
cimilica.org,8,2.1556390622295662,legit
dql7ylk0iay0ze30lmw.xyz,19,3.6421498816369042,dga
fubicefefe.info,10,2.3709505944546687,legit
jls6cuy4c61.xyz,11,3.095795255000934,dga
iq9lvfowot.xyz,10,3.1219280948873624,dga
2cwi33rakw66nw7y6eljwv3.info,23,3.762267390651494,dga
fibi.net,4,1.5,legit
madu.info,4,2.0,legit
lememila.info,8,2.25,legit
kkugi3lz2a6z0ywzjire208.site,23,3.9690016298759927,dga
lode.org,4,2.0,legit
dububacela.net,10,2.721928094887362,legit
buca.com,4,2.0,legit
bacumifa.info,8,2.75,legit
bidi.org,4,1.5,legit
cubalo.org,6,2.584962500721156,legit
mitdyslriu0.xyz,11,3.2776134368191157,dga
2lnt9o7ouxp7i9bsaw.xyz,18,3.8365916681089787,dga
xqv6jtjbmqaexnupr00b2uy.top,23,4.001822825622231,dga
98juw0lzx3wsj580x.xyz,17,3.4992275471326924,dga
f8soffmjyygg.site,12,2.8553885422075336,dga
hl22all2ek.site,10,2.3709505944546687,dga
wx2h1e4076bkrisc.xyz,16,4.0,dga
bumi.org,4,2.0,legit
cebifidifo.info,10,2.6464393446710157,legit
wm7quhzojgfg373h8.site,17,3.616874605956222,dga
fufu.org,4,1.0,legit
9qcfh6tx8k.info,10,3.3219280948873626,dga
lulu.net,4,1.0,legit
jqip98q1zxoi65.site,14,3.521640636343318,dga
zdantniqsuh.info,11,3.2776134368191157,dga
t6h5300ww817vhl31xl9.info,20,3.7219280948873625,dga
ykm1qw65xdy1pp4c.xyz,16,3.625,dga
bafelede.net,8,2.4056390622295662,legit
bubo.net,4,1.5,legit
cocimuca.com,8,2.4056390622295662,legit
cosfogyr3xkxwnrek8pk3y.top,22,3.788754913993503,dga
2qrcij7sboxxstkt42s.info,19,3.6818808028034025,dga
pcdb6rop1hgp2fg7fuf9.top,20,3.746439344671016,dga
1reevv1rbfynu295.xyz,16,3.5,dga
licalema.com,8,2.5,legit
focecufo.org,8,2.25,legit
foceci.info,6,2.2516291673878226,legit
duboce.com,6,2.584962500721156,legit
v3wusxd7h2516c96e.site,17,3.9698157824268097,dga
daledudo.org,8,2.4056390622295662,legit
k1ogi6hzq9kun.top,13,3.546593564294939,dga
233nne06czzt4b2.site,15,3.3735572622751855,dga
9jllwzdylvnx.site,12,3.188721875540867,dga
bofabu.org,6,2.2516291673878226,legit
locafa.org,6,2.2516291673878226,legit
moba.com,4,2.0,legit
tiqyjrv0e7xe5tt0bbsu.info,20,3.784183719779189,dga
bimelicecu.info,10,2.721928094887362,legit
febe.org,4,1.5,legit
mucabi.com,6,2.584962500721156,legit
vuhf006j5ml3akh0q94gic1.site,23,4.229871195093384,dga
lili.net,4,1.0,legit
folafela.net,8,2.25,legit
h3rmb199hgyrcmtn.info,16,3.5,dga
p452bfsozptx497.site,15,3.640223928941852,dga
labiludo.info,8,2.75,legit
yfspefrjyj.site,10,2.721928094887362,dga
celilimeco.com,10,2.5219280948873624,legit
b522szkd2iz0iiwb9f54yd.info,22,3.6635327548042547,dga
k3aq6l6gt6mjxk87au5b.site,20,3.8841837197791893,dga
f82xrbpzr68jhw25p7xrz0j.site,23,3.795088586397732,dga
molo.info,4,1.5,legit
cixwbvyg1ww0wdppptf.info,19,3.5766176449086657,dga
cicemedubi.info,10,2.721928094887362,legit
rcfxnztfus3.info,11,3.2776134368191157,dga
lucolibi.net,8,2.5,legit
cilibo.info,6,2.2516291673878226,legit
r1yw3qn3t7zga6x9st.site,18,3.94770277922009,dga
6b66dzikd4ji.site,12,2.8553885422075336,dga
malicidu.net,8,2.75,legit
juf0yozv8c2rfkbt9h9.xyz,19,4.037401197654112,dga
medo.net,4,2.0,legit
bococifu.net,8,2.5,legit
libelubuli.net,10,2.2464393446710154,legit
cafocu.com,6,2.2516291673878226,legit
wngkdapzilfe4pj35k1r88p.xyz,23,4.1429146733542535,dga
mimufi.org,6,1.9182958340544896,legit
20plcl5ftw0a9p.info,14,3.3787834934861753,dga
mucobucolo.com,10,2.4464393446710155,legit
memudibu.net,8,2.5,legit
lefefimo.org,8,2.5,legit
bocafilo.com,8,2.75,legit
cemo.info,4,2.0,legit
skiubhdu94xju.info,13,3.334679141051595,dga
amb3zlaxrvy2evb.info,15,3.506890595608519,dga
rmbvukx7az0dem6jrfl2.xyz,20,4.1219280948873624,dga
lidalababe.net,10,2.4464393446710155,legit
cedibadamo.org,10,2.9219280948873623,legit
cidi.org,4,1.5,legit
kmw0448k1wya9m.site,14,3.2359263506290326,dga
bnh9avmmzk2q1z1jfwe7pi4.xyz,23,4.2626923908396215,dga
dabi.info,4,2.0,legit
fufefebi.net,8,2.1556390622295662,legit
o4a44rxrs4d8.info,12,2.7516291673878226,dga
fulemulu.net,8,2.1556390622295662,legit
goaahwm60b.info,10,3.1219280948873624,dga
fobe.org,4,2.0,legit
qh9fw1njz616vd2rxgdy1m.info,22,4.0614821867207755,dga
dudofulu.org,8,2.1556390622295662,legit
fefacefe.net,8,1.811278124459133,legit
h58b6pjs1awp.info,12,3.4182958340544896,dga
lebifi.info,6,2.2516291673878226,legit
b0e5en0yu2.site,10,2.9219280948873623,dga
belofu.net,6,2.584962500721156,legit
mufedilebi.info,10,2.9219280948873623,legit
a4aal095z8fe8b.xyz,14,3.3248629576173565,dga
zn1n5rusv9i5vdc.info,15,3.506890595608519,dga
1xxpu8weiup8.top,12,2.918295834054489,dga
br25ow9y1l.info,10,3.3219280948873626,dga
l3m3fqukhf.top,10,2.9219280948873623,dga
balofofo.info,8,2.1556390622295662,legit
vwejrbvy8kylhtucr0f5px2.site,23,4.2626923908396215,dga
cice.org,4,1.5,legit
adbtit7qldsyyr91150.site,19,3.826874881864638,dga
difebufoca.org,10,3.1219280948873624,legit
limecumoci.org,10,2.721928094887362,legit
bafufe.net,6,2.2516291673878226,legit
fidodebo.org,8,2.5,legit
bibubimifu.net,10,2.1709505944546685,legit
damofe.org,6,2.584962500721156,legit
fzk9kllwag8lwzkt2.xyz,17,3.29277019393699,dga
bshzxgujbf343ravc2u.site,19,3.9321380397593746,dga
celicume.com,8,2.5,legit
g6hshg5mmq7mw0skc95n4.site,21,3.7849418274376427,dga
g3bhk23a1mitkrfxqfxkd.info,21,3.880179922675738,dga
dudofa.org,6,2.2516291673878226,legit
7joaibivzgnnaobomq032e.top,22,3.8796640049025943,dga
bucabo.net,6,2.2516291673878226,legit
bimebalocu.net,10,3.1219280948873624,legit
f1rcaviqk2919ah.top,15,3.506890595608519,dga
56kleakf58lgmq70.site,16,3.625,dga
mecufu.org,6,2.2516291673878226,legit
awvannadbb9.top,11,2.6635327548042547,dga
cebuce.org,6,1.9182958340544896,legit
cufe.net,4,2.0,legit
doluli.info,6,2.2516291673878226,legit
1nriflvsxb8avt.info,14,3.6644977792004614,dga
ovsvcoz699.site,10,2.721928094887362,dga
femomofado.com,10,2.4464393446710155,legit
2iu1ulakq0f5vjci.info,16,3.75,dga
lici.info,4,1.5,legit
culoluli.net,8,2.1556390622295662,legit
cimila.info,6,2.2516291673878226,legit
1yhcb694yha9fsmxyfsdp9.info,22,3.7544418457133455,dga
h8p2yazqtfptn.site,13,3.3927474104487847,dga
ficicele.net,8,2.25,legit
comicebe.info,8,2.5,legit
e7ja4vufvrviyd2u.info,16,3.577819531114783,dga
2l6aflmqj8mhemluokzs06.info,22,3.936260027531527,dga
bkei67y1wiz9psh.xyz,15,3.773557262275186,dga
adwhee70kmpllb5hvfgzy0y.info,23,4.088779347361361,dga
5p4hcbso76kjggtv2.site,17,3.9698157824268097,dga
cicu.com,4,1.5,legit
bemeca.org,6,2.2516291673878226,legit
kjfmh05a6dx.site,11,3.4594316186372973,dga
np6f13tkmp1lpts2mr4fxzy.site,23,3.9690016298759927,dga
bediduci.org,8,2.5,legit
k17mfbgncia.xyz,11,3.4594316186372973,dga
p65rml0caxvxvag46.site,17,3.616874605956222,dga
s27woc36v12310x5.site,16,3.625,dga
lele.com,4,1.0,legit
lebo.net,4,2.0,legit
nt3pxxk71ehjimm8.info,16,3.75,dga
uq98dyttiacyl65.top,15,3.640223928941852,dga
bicocali.com,8,2.5,legit
xoean5f3dx90.site,12,3.4182958340544896,dga
xczgv6er988fd.top,13,3.546593564294939,dga
avn3uo9eysn7ng9.xyz,15,3.456564762130954,dga
mude.org,4,2.0,legit
cicodumece.net,10,2.6464393446710157,legit
fulacalefe.info,10,2.5219280948873624,legit
becafici.net,8,2.5,legit
cofubelafi.org,10,3.1219280948873624,legit
6rz4ikxtnux.site,11,3.2776134368191157,dga
mucibi.net,6,2.2516291673878226,legit
fucomufi.com,8,2.5,legit
cabi.org,4,2.0,legit
boceme.net,6,2.2516291673878226,legit
goayadyhoc8e.xyz,12,3.084962500721156,dga
lf8gij51rw3p7.site,13,3.7004397181410926,dga
lolufofa.info,8,2.25,legit
phj2gciy4y4kbx.site,14,3.521640636343318,dga
fumuma.com,6,1.9182958340544896,legit
damoma.org,6,1.9182958340544896,legit
gpelxejpfeaavej3vghdi.top,21,3.535174565635903,dga
delilafa.net,8,2.5,legit
mebude.net,6,2.2516291673878226,legit
c7n19lgsts77.site,12,3.0220552088742005,dga
ulzus5puyrzxhm8l9b3n2s.top,22,3.970573095811685,dga
dumumofa.org,8,2.5,legit
gk23u0h8wn2t3qh.xyz,15,3.506890595608519,dga
dumulifumi.net,10,2.4464393446710155,legit
vk3qlavsml.top,10,2.9219280948873623,dga
lucu.org,4,1.5,legit
doce.com,4,2.0,legit
bodi.net,4,2.0,legit
6qw042lpicdit.site,13,3.546593564294939,dga
ywg3zlsc0syy8pq1b.info,17,3.6901165175936645,dga
midubafife.com,10,2.9219280948873623,legit
coma.org,4,2.0,legit
lafacadi.com,8,2.4056390622295662,legit
cali.org,4,2.0,legit
lodidufi.org,8,2.5,legit
2w4x5t5u8mok.xyz,12,3.4182958340544896,dga
emq539r60mrd.top,12,3.2516291673878226,dga
dilo.info,4,2.0,legit
fule.info,4,2.0,legit
5l7cvfjj50yp2knwdqh.xyz,19,4.037401197654112,dga
8y3umpyo0cu4.site,12,3.2516291673878226,dga
dolobuce.org,8,2.75,legit
mn8z1hongwulazuayn3.xyz,19,3.6818808028034025,dga
cecumada.com,8,2.5,legit
l0vsdgzvwod.site,11,3.095795255000934,dga
qb51izn2t8tvo60j8u.site,18,3.94770277922009,dga
llm5lsbtklzmeje.top,15,3.106890595608519,dga
znnuwzrpsoy4bp.site,14,3.3787834934861753,dga
milodabele.org,10,2.9219280948873623,legit
mnjv6r7z7m1c39s83csvb0e.site,23,4.001822825622231,dga
cuma.net,4,2.0,legit
qgady20k05yw8yg4ok2ecsb.xyz,23,3.9690016298759927,dga
lumade.info,6,2.584962500721156,legit
akfrzwzzm7aef.xyz,13,3.0269868333592873,dga
bibomo.info,6,1.9182958340544896,legit
kqful8v4lvykkzoov7xg.site,20,3.6464393446710157,dga
c5bdfute0x.top,10,3.3219280948873626,dga
g4evrurqtm.info,10,3.1219280948873624,dga
difami.net,6,2.2516291673878226,legit
7fnkrj1925q.xyz,11,3.4594316186372973,dga
jlxhkb5ntzxqubbvb4cj0.top,21,3.820888851350189,dga
fidubufufe.net,10,2.3709505944546687,legit
y1uxi7ogza83ujso.xyz,16,3.75,dga
miladafebe.info,10,2.9219280948873623,legit
buoes30v8y49avvuw.info,17,3.6901165175936645,dga
h0595iuz6yihgbijw6ap.xyz,20,3.784183719779189,dga
xqyxgo4b9uoe3t0h.info,16,3.75,dga
focafudibe.org,10,3.1219280948873624,legit
lalafabade.net,10,2.321928094887362,legit
lufefuba.com,8,2.5,legit
it2ur0fm2n057xd6ket6z.info,21,4.011365041826379,dga
zycmvo84w6tk9lsg4.top,17,3.9698157824268097,dga
y176jdtu4i.top,10,3.3219280948873626,dga
csmnl03lqryoh2kr21p.info,19,3.9321380397593746,dga
fr21520rn6hw1hs57tco.info,20,3.8219280948873626,dga
mabolebu.net,8,2.75,legit
hpz5tlyf3yr2xahhfh56ob.site,22,3.823067982273661,dga
bubomomuca.org,10,2.5219280948873624,legit
budubolo.com,8,2.25,legit
fidolo.info,6,2.2516291673878226,legit
1uqkerdyyvdqql2e5mzl5.top,21,3.6897037321995474,dga
cadomubi.com,8,3.0,legit
dudi.info,4,1.5,legit
qa7oco2pza1der88.top,16,3.625,dga
dimobi.info,6,2.2516291673878226,legit
mimilice.info,8,2.1556390622295662,legit
7dms2zts3k1sd7.top,14,3.1820058147602133,dga
felomide.info,8,2.75,legit
fafe.info,4,1.5,legit
bufica.org,6,2.584962500721156,legit
icct5hgp8iy3x80j0g50rcx.xyz,23,3.6753108689123635,dga
3hwt3mqsncvo56.top,14,3.6644977792004614,dga
o26x2a8ldbq8c04.site,15,3.640223928941852,dga
lulefe.com,6,1.9182958340544896,legit
dumumu.com,6,1.4591479170272448,legit
domale.com,6,2.584962500721156,legit
lemebe.com,6,1.792481250360578,legit
y4r1f1xl11fc6.info,13,2.931208948910323,dga
filubabama.com,10,2.6464393446710157,legit
pxzydwvga3zibh7rpx2460.xyz,22,4.186704345910025,dga
gnrlqgi7yvr4nkao.top,16,3.625,dga
dumibeme.info,8,2.5,legit
2uwdak0dfuhv.site,12,3.2516291673878226,dga
wd15ykxhvp8hst4sqnaznt6.top,23,4.1757358691004915,dga
lebidemudi.com,10,2.721928094887362,legit
dodeca.net,6,2.2516291673878226,legit
brwmftoo5xcr5namzh.top,18,3.7254805569978675,dga
nojrhmw53a7om.info,13,3.3927474104487847,dga
lamaduba.org,8,2.4056390622295662,legit
ev75nyzi2fnw6z.site,14,3.521640636343318,dga
ig648ugow9o3rd3251ekb9.top,22,4.095795255000934,dga
274pu7uyzszth1inslhj.xyz,20,3.8219280948873626,dga
1athpq7ld7qpgu.info,14,3.3787834934861753,dga
fada.com,4,1.5,legit
l57y9hqq2n.site,10,3.1219280948873624,dga
cduftawsz6muzwigv.site,17,3.7345216647797512,dga
ficolilemu.com,10,2.9219280948873623,legit
9uahvvzblm.xyz,10,3.1219280948873624,dga
ledilu.info,6,2.2516291673878226,legit
ub56y2nxjeyk.xyz,12,3.4182958340544896,dga
fofomodida.info,10,2.4464393446710155,legit
a0g7g2wosqmcbfdnh.info,17,3.9698157824268097,dga
i9p7j3fbfl.xyz,10,3.1219280948873624,dga
t5jqhg1ucmsr.xyz,12,3.584962500721156,dga
fimu.com,4,2.0,legit
8a54ta1soa9xm091zpkyy.info,21,3.880179922675738,dga
lilu.org,4,1.5,legit
g3unv8t0qcxhcm98ai5naqj.top,23,4.088779347361361,dga
bofa.org,4,2.0,legit
bedalifeci.net,10,2.9219280948873623,legit
bocemado.net,8,2.75,legit
cufe.info,4,2.0,legit
s4il6fjax3yu2.site,13,3.7004397181410926,dga
befi.com,4,2.0,legit
aedoecve6pr5n.info,13,3.334679141051595,dga
vk82wu9ux01up8ny9.info,17,3.572469458770135,dga
fabe.org,4,2.0,legit
r9x6ykmqvmuqzhs2b26z.site,20,3.8219280948873626,dga
dumafi.com,6,2.584962500721156,legit
cjdkql7zbsfn244ko.xyz,17,3.85216872360328,dga
egqo3sq3dg.info,10,2.721928094887362,dga
fuludulo.org,8,2.1556390622295662,legit
midolu.com,6,2.584962500721156,legit
cumo.info,4,2.0,legit
04bvxhtp55znz1pspkvkuy.top,22,3.8796640049025943,dga
babedi.net,6,2.2516291673878226,legit
deda.org,4,1.5,legit
7jaxay8jfklowu.site,14,3.521640636343318,dga
bele.net,4,1.5,legit
bamolemumo.org,10,2.6464393446710157,legit
xp2s2o8pt4mx23sy670km.info,21,3.7849418274376427,dga
lilide.org,6,1.9182958340544896,legit
bebibufu.org,8,2.1556390622295662,legit
4kbjxjfpea0j.info,12,3.188721875540867,dga
iogrp91ymjj4al05i78u.top,20,4.1219280948873624,dga
8gi5ou9w2mbywiqc529s85.info,22,3.788754913993503,dga
j8nermx6k0j.top,11,3.2776134368191157,dga
mumucimefa.net,10,2.6464393446710157,legit
bubucofi.com,8,2.5,legit
imv03julf5vluda2rnkk5.xyz,21,3.916126946588284,dga
lamuma.com,6,1.9182958340544896,legit
lilu.net,4,1.5,legit
yxu1pcm8sjupdr.site,14,3.521640636343318,dga
madeculobo.net,10,3.1219280948873624,legit
